snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-26T09:17:59,10.723523189542,10.710000038146973,-0.1261,zerodha_amc_live
2026-08-26T09:23:09,10.732161673203,10.720000267028809,-0.1133,zerodha_amc_live
2026-08-26T09:53:59,10.742372065359,10.729999542236328,-0.1152,zerodha_amc_live
2026-08-26T09:59:09,10.744223973856,10.739999771118164,-0.0393,zerodha_amc_live
2026-08-26T10:04:19,10.739084326797,10.739999771118164,0.0085,zerodha_amc_live
2026-08-26T10:32:09,10.722306915033,10.699999809265137,-0.208,zerodha_amc_live
2026-08-26T10:37:29,10.723833124183,10.720000267028809,-0.0357,zerodha_amc_live
2026-08-26T10:42:29,10.72342303268,10.720000267028809,-0.0319,zerodha_amc_live
2026-08-26T11:18:09,10.719625555556,10.699999809265137,-0.1831,zerodha_amc_live
2026-08-26T11:23:20,10.713697568627,10.710000038146973,-0.0345,zerodha_amc_live
2026-08-26T11:28:29,10.716086248366,10.710000038146973,-0.0568,zerodha_amc_live
2026-08-26T11:55:39,10.707528039216,10.710000038146973,0.0231,zerodha_amc_live
2026-08-26T12:00:49,10.706944196078,10.720000267028809,0.1219,zerodha_amc_live
2026-08-26T12:05:59,10.70550130719,10.6899995803833,-0.1448,zerodha_amc_live
2026-08-26T12:45:59,10.705898405229,10.710000038146973,0.0383,zerodha_amc_live
2026-08-26T12:51:09,10.70380330719,10.710000038146973,0.0579,zerodha_amc_live
2026-08-26T12:56:19,10.704863803922,10.6899995803833,-0.1389,zerodha_amc_live
2026-08-26T13:35:39,10.698176862745,10.710000038146973,0.1105,zerodha_amc_live
2026-08-26T13:40:39,10.700563333333,10.710000038146973,0.0882,zerodha_amc_live
2026-08-26T13:45:49,10.697237869281,10.710000038146973,0.1193,zerodha_amc_live
2026-08-26T14:29:49,10.700237856209,10.680000305175781,-0.1891,zerodha_amc_live
2026-08-26T14:34:59,10.701715555556,10.699999809265137,-0.016,zerodha_amc_live
