snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-20T09:21:24,172.3718,205.39999389648438,19.161,mirae_amc_live
2026-08-20T09:55:16,172.582,205.39999389648438,19.0159,mirae_amc_live
2026-08-20T10:00:23,172.5462,205.39999389648438,19.0406,mirae_amc_live
2026-08-20T10:05:31,172.4961,205.39999389648438,19.0752,mirae_amc_live
2026-08-20T10:35:25,172.4414,205.39999389648438,19.1129,mirae_amc_live
2026-08-20T10:40:34,172.436,205.39999389648438,19.1167,mirae_amc_live
2026-08-20T10:45:42,172.3838,205.39999389648438,19.1527,mirae_amc_live
2026-08-20T11:05:43,172.4038,205.39999389648438,19.1389,mirae_amc_live
2026-08-20T11:10:49,172.3847,205.39999389648438,19.1521,mirae_amc_live
2026-08-20T11:15:55,172.4199,205.39999389648438,19.1278,mirae_amc_live
2026-08-20T11:36:33,172.8475,205.39999389648438,18.8331,mirae_amc_live
2026-08-20T11:41:42,173.0344,205.39999389648438,18.7047,mirae_amc_live
2026-08-20T11:46:50,173.1245,205.39999389648438,18.6429,mirae_amc_live
